"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"1427","1.491737","192.168.0.192","192.168.0.228","TCP","78","59875  >  1641 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=311730614 TSecr=0 SACK_PERM","59875","1641"
"1428","1.491737","192.168.0.192","192.168.0.228","TCP","78","59876  >  9618 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3943841658 TSecr=0 SACK_PERM","59876","9618"
"1429","1.491737","192.168.0.192","192.168.0.228","TCP","78","59877  >  3369 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1110195869 TSecr=0 SACK_PERM","59877","3369"
"1435","1.498632","192.168.0.192","192.168.0.228","TCP","78","59878  >  2260 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3451162300 TSecr=0 SACK_PERM","59878","2260"
"1436","1.498632","192.168.0.192","192.168.0.228","TCP","78","59879  >  9099 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2621665518 TSecr=0 SACK_PERM","59879","9099"
"1437","1.498632","192.168.0.192","192.168.0.228","TCP","78","59880  >  2046 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1055046543 TSecr=0 SACK_PERM","59880","2046"
"1438","1.498632","192.168.0.192","192.168.0.228","TCP","78","59881  >  1862 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2982517705 TSecr=0 SACK_PERM","59881","1862"
"1439","1.498632","192.168.0.192","192.168.0.228","TCP","78","59882  >  50002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4065385751 TSecr=0 SACK_PERM","59882","50002"
"1445","1.505312","192.168.0.192","192.168.0.228","TCP","78","59883  >  9917 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2018839532 TSecr=0 SACK_PERM","59883","9917"
"1446","1.505312","192.168.0.192","192.168.0.228","TCP","78","59884  >  1166 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2903323772 TSecr=0 SACK_PERM","59884","1166"
"1447","1.505312","192.168.0.192","192.168.0.228","TCP","78","59885  >  1100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3051930268 TSecr=0 SACK_PERM","59885","1100"
"1448","1.505312","192.168.0.192","192.168.0.228","TCP","78","59886  >  3551 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=956374950 TSecr=0 SACK_PERM","59886","3551"
"1453","1.506887","192.168.0.192","192.168.0.228","TCP","78","59887  >  3889 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1618147607 TSecr=0 SACK_PERM","59887","3889"
"1455","1.510824","192.168.0.192","192.168.0.228","TCP","78","59888  >  40911 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2079310767 TSecr=0 SACK_PERM","59888","40911"
"1456","1.510824","192.168.0.192","192.168.0.228","TCP","78","59889  >  389 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2030619664 TSecr=0 SACK_PERM","59889","389"
"1459","1.514710","192.168.0.192","192.168.0.228","TCP","78","59890  >  4446 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2900913547 TSecr=0 SACK_PERM","59890","4446"
"1460","1.514710","192.168.0.192","192.168.0.228","TCP","78","59891  >  1132 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2238604355 TSecr=0 SACK_PERM","59891","1132"
"1461","1.514710","192.168.0.192","192.168.0.228","TCP","78","59892  >  30718 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3619914332 TSecr=0 SACK_PERM","59892","30718"
"1465","1.517712","192.168.0.192","192.168.0.228","TCP","78","59893  >  7999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2993995855 TSecr=0 SACK_PERM","59893","7999"
"1466","1.517712","192.168.0.192","192.168.0.228","TCP","78","59894  >  1066 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4042042820 TSecr=0 SACK_PERM","59894","1066"
"1469","1.519732","192.168.0.192","192.168.0.228","TCP","78","59895  >  1121 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3830035691 TSecr=0 SACK_PERM","59895","1121"
"1470","1.519732","192.168.0.192","192.168.0.228","TCP","78","59896  >  8085 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1954067016 TSecr=0 SACK_PERM","59896","8085"
"1473","1.521490","192.168.0.192","192.168.0.228","TCP","78","59897  >  1112 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3054964733 TSecr=0 SACK_PERM","59897","1112"
"1476","1.524329","192.168.0.192","192.168.0.228","TCP","78","59898  >  880 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1619227306 TSecr=0 SACK_PERM","59898","880"
"1477","1.524329","192.168.0.192","192.168.0.228","TCP","78","59899  >  5061 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3715312411 TSecr=0 SACK_PERM","59899","5061"
"1480","1.526329","192.168.0.192","192.168.0.228","TCP","78","59900  >  1082 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1135597238 TSecr=0 SACK_PERM","59900","1082"
"1481","1.526329","192.168.0.192","192.168.0.228","TCP","78","59901  >  1081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2618962336 TSecr=0 SACK_PERM","59901","1081"
"1484","1.528999","192.168.0.192","192.168.0.228","TCP","78","59902  >  6792 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=408506268 TSecr=0 SACK_PERM","59902","6792"
"1487","1.533006","192.168.0.192","192.168.0.228","TCP","78","59903  >  31038 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2291869953 TSecr=0 SACK_PERM","59903","31038"
"1488","1.533006","192.168.0.192","192.168.0.228","TCP","78","59904  >  6567 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1744698426 TSecr=0 SACK_PERM","59904","6567"
"1489","1.533006","192.168.0.192","192.168.0.228","TCP","78","59905  >  4111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=128039518 TSecr=0 SACK_PERM","59905","4111"
"1490","1.533006","192.168.0.192","192.168.0.228","TCP","78","59906  >  5009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4142993870 TSecr=0 SACK_PERM","59906","5009"
"1495","1.533262","192.168.0.192","192.168.0.228","TCP","78","59907  >  49155 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2819406336 TSecr=0 SACK_PERM","59907","49155"
"1497","1.540021","192.168.0.192","192.168.0.228","TCP","78","59908  >  1072 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=546037946 TSecr=0 SACK_PERM","59908","1072"
"1499","1.542191","192.168.0.192","192.168.0.228","TCP","78","59909  >  1721 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=647990371 TSecr=0 SACK_PERM","59909","1721"
"1500","1.542191","192.168.0.192","192.168.0.228","TCP","78","59910  >  9002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2189845200 TSecr=0 SACK_PERM","59910","9002"
"1501","1.542191","192.168.0.192","192.168.0.228","TCP","78","59911  >  2251 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4086483277 TSecr=0 SACK_PERM","59911","2251"
"1502","1.542191","192.168.0.192","192.168.0.228","TCP","78","59912  >  5510 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3873702750 TSecr=0 SACK_PERM","59912","5510"
"1507","1.544329","192.168.0.192","192.168.0.228","TCP","78","59913  >  458 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2353914515 TSecr=0 SACK_PERM","59913","458"
"1509","1.548150","192.168.0.192","192.168.0.228","TCP","78","59914  >  1131 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1393097522 TSecr=0 SACK_PERM","59914","1131"
"1510","1.548150","192.168.0.192","192.168.0.228","TCP","78","59915  >  2717 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3971336666 TSecr=0 SACK_PERM","59915","2717"
"1511","1.548150","192.168.0.192","192.168.0.228","TCP","78","59916  >  8099 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2985763076 TSecr=0 SACK_PERM","59916","8099"
"1512","1.548150","192.168.0.192","192.168.0.228","TCP","78","59917  >  1145 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3688917802 TSecr=0 SACK_PERM","59917","1145"
"1517","1.553543","192.168.0.192","192.168.0.228","TCP","78","59918  >  1010 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=160759093 TSecr=0 SACK_PERM","59918","1010"
"1519","1.558183","192.168.0.192","192.168.0.228","TCP","78","59919  >  6543 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2038927642 TSecr=0 SACK_PERM","59919","6543"
"1520","1.558183","192.168.0.192","192.168.0.228","TCP","78","59920  >  5566 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1650916369 TSecr=0 SACK_PERM","59920","5566"
"1521","1.558183","192.168.0.192","192.168.0.228","TCP","78","59921  >  5001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=40402057 TSecr=0 SACK_PERM","59921","5001"
"1522","1.558183","192.168.0.192","192.168.0.228","TCP","78","59922  >  82 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1319405086 TSecr=0 SACK_PERM","59922","82"
"1523","1.558183","192.168.0.192","192.168.0.228","TCP","78","59923  >  3690 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=935447356 TSecr=0 SACK_PERM","59923","3690"
"1529","1.568282","192.168.0.192","192.168.0.228","TCP","78","59924  >  49999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2211724362 TSecr=0 SACK_PERM","59924","49999"
"1530","1.568282","192.168.0.192","192.168.0.228","TCP","78","59925  >  5987 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1166938053 TSecr=0 SACK_PERM","59925","5987"
"1531","1.568282","192.168.0.192","192.168.0.228","TCP","78","59926  >  1002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1551513120 TSecr=0 SACK_PERM","59926","1002"
"1532","1.568282","192.168.0.192","192.168.0.228","TCP","78","59927  >  9900 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1306151630 TSecr=0 SACK_PERM","59927","9900"
"1533","1.568282","192.168.0.192","192.168.0.228","TCP","78","59928  >  2394 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2464189964 TSecr=0 SACK_PERM","59928","2394"
"1539","1.573994","192.168.0.192","192.168.0.228","TCP","78","59929  >  56737 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2998475474 TSecr=0 SACK_PERM","59929","56737"
"1540","1.573994","192.168.0.192","192.168.0.228","TCP","78","59930  >  10024 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4198028475 TSecr=0 SACK_PERM","59930","10024"
"1541","1.573994","192.168.0.192","192.168.0.228","TCP","78","59931  >  50000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2907857321 TSecr=0 SACK_PERM","59931","50000"
"1542","1.573994","192.168.0.192","192.168.0.228","TCP","78","59932  >  1524 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1267352743 TSecr=0 SACK_PERM","59932","1524"
"1543","1.573994","192.168.0.192","192.168.0.228","TCP","78","59933  >  1594 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3272488537 TSecr=0 SACK_PERM","59933","1594"
"1549","1.579375","192.168.0.192","192.168.0.228","TCP","78","59934  >  1119 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1870811605 TSecr=0 SACK_PERM","59934","1119"
"1550","1.579375","192.168.0.192","192.168.0.228","TCP","78","59935  >  7007 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3389122149 TSecr=0 SACK_PERM","59935","7007"
"1551","1.579375","192.168.0.192","192.168.0.228","TCP","78","59936  >  7778 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=17518318 TSecr=0 SACK_PERM","59936","7778"
"1552","1.579375","192.168.0.192","192.168.0.228","TCP","78","59937  >  726 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=117396922 TSecr=0 SACK_PERM","59937","726"
"1553","1.579375","192.168.0.192","192.168.0.228","TCP","78","59938  >  1154 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3839982643 TSecr=0 SACK_PERM","59938","1154"
"1559","1.591299","192.168.0.192","192.168.0.228","TCP","78","59939  >  3880 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1883128482 TSecr=0 SACK_PERM","59939","3880"
"1560","1.591299","192.168.0.192","192.168.0.228","TCP","78","59940  >  52848 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4284410798 TSecr=0 SACK_PERM","59940","52848"
"1561","1.591299","192.168.0.192","192.168.0.228","TCP","78","59941  >  1782 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1469011936 TSecr=0 SACK_PERM","59941","1782"
"1562","1.591299","192.168.0.192","192.168.0.228","TCP","78","59942  >  1000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2538946720 TSecr=0 SACK_PERM","59942","1000"
"1563","1.591299","192.168.0.192","192.168.0.228","TCP","78","59943  >  9220 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=473759943 TSecr=0 SACK_PERM","59943","9220"
"1569","1.598251","192.168.0.192","192.168.0.228","TCP","78","59944  >  5800 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2482047786 TSecr=0 SACK_PERM","59944","5800"
"1570","1.598251","192.168.0.192","192.168.0.228","TCP","78","59945  >  44501 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3636894412 TSecr=0 SACK_PERM","59945","44501"
"1571","1.598251","192.168.0.192","192.168.0.228","TCP","78","59946  >  5226 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2810652668 TSecr=0 SACK_PERM","59946","5226"
"1572","1.598251","192.168.0.192","192.168.0.228","TCP","78","59947  >  60443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=477812058 TSecr=0 SACK_PERM","59947","60443"
"1573","1.598251","192.168.0.192","192.168.0.228","TCP","78","59948  >  3323 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2863228515 TSecr=0 SACK_PERM","59948","3323"
"1579","1.603839","192.168.0.192","192.168.0.228","TCP","78","59949  >  4444 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2866352412 TSecr=0 SACK_PERM","59949","4444"
"1580","1.603839","192.168.0.192","192.168.0.228","TCP","78","59950  >  13 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=319052128 TSecr=0 SACK_PERM","59950","13"
"1583","1.605632","192.168.0.192","192.168.0.228","TCP","78","59951  >  1069 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=472342397 TSecr=0 SACK_PERM","59951","1069"
"1584","1.605632","192.168.0.192","192.168.0.228","TCP","78","59952  >  7 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3970172265 TSecr=0 SACK_PERM","59952","7"
"1585","1.605632","192.168.0.192","192.168.0.228","TCP","78","59953  >  10778 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4203539382 TSecr=0 SACK_PERM","59953","10778"
"1589","1.610090","192.168.0.192","192.168.0.228","TCP","78","59954  >  3737 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3796602125 TSecr=0 SACK_PERM","59954","3737"
"1590","1.610090","192.168.0.192","192.168.0.228","TCP","78","59955  >  15004 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1811763099 TSecr=0 SACK_PERM","59955","15004"
"1591","1.610090","192.168.0.192","192.168.0.228","TCP","78","59956  >  366 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2935097372 TSecr=0 SACK_PERM","59956","366"
"1592","1.610090","192.168.0.192","192.168.0.228","TCP","78","59957  >  417 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1986235470 TSecr=0 SACK_PERM","59957","417"
"1597","1.613707","192.168.0.192","192.168.0.228","TCP","78","59958  >  2161 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1895562277 TSecr=0 SACK_PERM","59958","2161"
"1599","1.618245","192.168.0.192","192.168.0.228","TCP","78","59959  >  9415 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1905840176 TSecr=0 SACK_PERM","59959","9415"
"1600","1.618245","192.168.0.192","192.168.0.228","TCP","78","59960  >  2601 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=299440275 TSecr=0 SACK_PERM","59960","2601"
"1601","1.618245","192.168.0.192","192.168.0.228","TCP","78","59961  >  7676 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2646332496 TSecr=0 SACK_PERM","59961","7676"
"1602","1.618245","192.168.0.192","192.168.0.228","TCP","78","59962  >  4006 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=407892836 TSecr=0 SACK_PERM","59962","4006"
"1603","1.618245","192.168.0.192","192.168.0.228","TCP","78","59963  >  61532 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1812130720 TSecr=0 SACK_PERM","59963","61532"
"1609","1.625565","192.168.0.192","192.168.0.228","TCP","78","59964  >  2010 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1859222425 TSecr=0 SACK_PERM","59964","2010"
"1610","1.625565","192.168.0.192","192.168.0.228","TCP","78","59965  >  65389 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3471180869 TSecr=0 SACK_PERM","59965","65389"
"1611","1.625565","192.168.0.192","192.168.0.228","TCP","78","59966  >  6346 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3813739633 TSecr=0 SACK_PERM","59966","6346"
"1612","1.625565","192.168.0.192","192.168.0.228","TCP","78","59967  >  3000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1980130612 TSecr=0 SACK_PERM","59967","3000"
"1613","1.625565","192.168.0.192","192.168.0.228","TCP","78","59968  >  5910 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2082632628 TSecr=0 SACK_PERM","59968","5910"
"1619","1.634241","192.168.0.192","192.168.0.228","TCP","78","59969  >  51493 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3688640725 TSecr=0 SACK_PERM","59969","51493"
"1620","1.634241","192.168.0.192","192.168.0.228","TCP","78","59970  >  2068 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2188522672 TSecr=0 SACK_PERM","59970","2068"
"1621","1.634241","192.168.0.192","192.168.0.228","TCP","78","59971  >  7100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2910678443 TSecr=0 SACK_PERM","59971","7100"
"1622","1.634241","192.168.0.192","192.168.0.228","TCP","78","59972  >  15000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3802402026 TSecr=0 SACK_PERM","59972","15000"
"1623","1.634241","192.168.0.192","192.168.0.228","TCP","78","59973  >  6669 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2882282963 TSecr=0 SACK_PERM","59973","6669"
"1629","1.641414","192.168.0.192","192.168.0.228","TCP","78","59974  >  1151 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2111544824 TSecr=0 SACK_PERM","59974","1151"
"1630","1.641414","192.168.0.192","192.168.0.228","TCP","78","59975  >  3221 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1685139854 TSecr=0 SACK_PERM","59975","3221"
"1631","1.641414","192.168.0.192","192.168.0.228","TCP","78","59976  >  10243 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4200572133 TSecr=0 SACK_PERM","59976","10243"
"1632","1.641414","192.168.0.192","192.168.0.228","TCP","78","59977  >  9503 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1356197809 TSecr=0 SACK_PERM","59977","9503"
"1633","1.641414","192.168.0.192","192.168.0.228","TCP","78","59978  >  65000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=355244285 TSecr=0 SACK_PERM","59978","65000"
"1639","1.647788","192.168.0.192","192.168.0.228","TCP","78","59979  >  2875 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=649448854 TSecr=0 SACK_PERM","59979","2875"
"1640","1.647788","192.168.0.192","192.168.0.228","TCP","78","59980  >  2725 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2250757896 TSecr=0 SACK_PERM","59980","2725"
"1643","1.649706","192.168.0.192","192.168.0.228","TCP","78","59981  >  30 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3882661438 TSecr=0 SACK_PERM","59981","30"
"1644","1.649706","192.168.0.192","192.168.0.228","TCP","78","59982  >  2522 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3911719588 TSecr=0 SACK_PERM","59982","2522"
"1645","1.649706","192.168.0.192","192.168.0.228","TCP","78","59983  >  541 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=715281331 TSecr=0 SACK_PERM","59983","541"
"1649","1.653889","192.168.0.192","192.168.0.228","TCP","78","59984  >  9535 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=688943986 TSecr=0 SACK_PERM","59984","9535"
"1650","1.653889","192.168.0.192","192.168.0.228","TCP","78","59985  >  6692 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3111794946 TSecr=0 SACK_PERM","59985","6692"
"1653","1.656136","192.168.0.192","192.168.0.228","TCP","78","59986  >  16000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2115486650 TSecr=0 SACK_PERM","59986","16000"
"1654","1.656136","192.168.0.192","192.168.0.228","TCP","78","59987  >  8002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3978186366 TSecr=0 SACK_PERM","59987","8002"
"1657","1.657808","192.168.0.192","192.168.0.228","TCP","78","59988  >  44442 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1394746184 TSecr=0 SACK_PERM","59988","44442"
"1659","1.661327","192.168.0.192","192.168.0.228","TCP","78","59989  >  617 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1971400728 TSecr=0 SACK_PERM","59989","617"
"1660","1.661327","192.168.0.192","192.168.0.228","TCP","78","59990  >  50636 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1505585437 TSecr=0 SACK_PERM","59990","50636"
"1661","1.661327","192.168.0.192","192.168.0.228","TCP","78","59991  >  32775 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4021526373 TSecr=0 SACK_PERM","59991","32775"
"1662","1.661327","192.168.0.192","192.168.0.228","TCP","78","59992  >  301 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=72682090 TSecr=0 SACK_PERM","59992","301"
"1667","1.666802","192.168.0.192","192.168.0.228","TCP","78","59993  >  10626 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1022380031 TSecr=0 SACK_PERM","59993","10626"
"1669","1.670802","192.168.0.192","192.168.0.228","TCP","78","59994  >  18040 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1486204426 TSecr=0 SACK_PERM","59994","18040"
"1670","1.670802","192.168.0.192","192.168.0.228","TCP","78","59995  >  700 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3996699045 TSecr=0 SACK_PERM","59995","700"
"1671","1.670802","192.168.0.192","192.168.0.228","TCP","78","59996  >  32782 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3065769725 TSecr=0 SACK_PERM","59996","32782"
"1672","1.670802","192.168.0.192","192.168.0.228","TCP","78","59997  >  497 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3954776451 TSecr=0 SACK_PERM","59997","497"
"1673","1.670802","192.168.0.192","192.168.0.228","TCP","78","59998  >  1247 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1847382227 TSecr=0 SACK_PERM","59998","1247"
"1679","1.676687","192.168.0.192","192.168.0.228","TCP","78","59999  >  1091 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2707503980 TSecr=0 SACK_PERM","59999","1091"
"1680","1.676687","192.168.0.192","192.168.0.228","TCP","78","60000  >  4899 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3661993078 TSecr=0 SACK_PERM","60000","4899"
"1681","1.676687","192.168.0.192","192.168.0.228","TCP","78","60001  >  1009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2845537140 TSecr=0 SACK_PERM","60001","1009"
"1682","1.676687","192.168.0.192","192.168.0.228","TCP","78","60002  >  2393 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=869447051 TSecr=0 SACK_PERM","60002","2393"
"1683","1.676687","192.168.0.192","192.168.0.228","TCP","78","60003  >  5269 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2551497547 TSecr=0 SACK_PERM","60003","5269"
"1689","1.683362","192.168.0.192","192.168.0.228","TCP","78","60004  >  8292 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=28060553 TSecr=0 SACK_PERM","60004","8292"
"1690","1.683362","192.168.0.192","192.168.0.228","TCP","78","60005  >  50006 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3858725211 TSecr=0 SACK_PERM","60005","50006"
"1691","1.683362","192.168.0.192","192.168.0.228","TCP","78","60006  >  2638 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2096213798 TSecr=0 SACK_PERM","60006","2638"
"1692","1.683362","192.168.0.192","192.168.0.228","TCP","78","60007  >  2323 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=592339332 TSecr=0 SACK_PERM","60007","2323"
"1693","1.683362","192.168.0.192","192.168.0.228","TCP","78","60008  >  2605 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3729914229 TSecr=0 SACK_PERM","60008","2605"
